CustomerID,Age,Gender,State,City_Tier,Tenure_Months,Plan_Type,Contract_Type,Voice_Service,Internet_Service,SMS_Pack,OTT_Subscriptions,Music_Streaming,Caller_Tune,Data_Rollover,Paperless_Billing,Payment_Method,Monthly_Charges_INR,Total_Charges_INR,Num_Support_Calls,App_Usage_Minutes,Avg_Monthly_GB_Usage,Avg_Monthly_Call_Minutes,Network_Quality,Satisfaction_Score,Churned
CUST_01892,35,Male,Telangana,Tier 3,1,Prepaid,Quarterly Recharge,Yes,4G,No,Multiple,Spotify,No,Yes,No,Cash/Cheque,1093.16,1815.94,1,67.0,4.6,505.0,4,5,1
CUST_01893,29,Female,Maharashtra,Tier 3,3,Prepaid,Monthly Recharge,Yes,5G,Yes,Prime Video,None,Yes,No,Yes,UPI,1037.73,3374.04,3,175.0,80.6,889.0,2,5,1
CUST_01894,33,Female,Delhi,Tier 1,1,Prepaid,Monthly Recharge,Yes,4G,Yes,Prime Video,None,No,No,Yes,Debit Card,633.39,25.55,1,42.0,43.9,92.0,5,4,1
CUST_01895,33,Male,Maharashtra,Tier 1,21,Prepaid,Monthly Recharge,Yes,No Internet,No,None,Spotify,No,No,Yes,UPI,367.58,7403.83,2,13.0,0.0,280.0,3,4,0
CUST_01896,30,Male,Uttar Pradesh,Tier 2,4,Prepaid,Quarterly Recharge,Yes,5G,Yes,Disney+ Hotstar,None,No,No,Yes,UPI,986.53,4332.81,4,47.0,53.3,392.0,3,3,0
CUST_01897,31,Female,Madhya Pradesh,Tier 2,16,Prepaid,Monthly Recharge,Yes,4G,Yes,None,JioSaavn,Yes,Yes,Yes,Net Banking,724.87,11564.0,0,126.0,12.8,290.0,4,4,0
CUST_01898,55,Female,Maharashtra,Tier 1,11,Prepaid,Annual Recharge,No,No Internet,No,None,None,Yes,No,Yes,UPI,150.0,1377.38,1,121.0,0.0,0.0,1,3,1
CUST_01899,42,Male,Rajasthan,Tier 1,39,Postpaid,Monthly Bill,Yes,4G,No,Multiple,Spotify,Yes,No,No,Net Banking,1271.24,49033.35,3,40.0,41.6,779.0,5,5,0
CUST_01900,31,Female,Haryana,Tier 2,9,Prepaid,Monthly Recharge,Yes,5G,Yes,None,JioSaavn,No,Yes,No,UPI,972.9,8257.69,1,52.0,88.7,39.0,4,5,1
CUST_01901,44,Female,Delhi,Tier 1,14,Postpaid,Monthly Bill,Yes,No Internet,No,Prime Video,Gaana,No,Yes,No,Net Banking,783.98,10618.17,2,80.0,0.0,187.0,5,3,0
CUST_01902,30,Female,Telangana,Tier 1,30,Prepaid,Monthly Recharge,Yes,No Internet,Yes,None,None,No,Yes,Yes,UPI,282.19,8694.07,2,57.0,0.0,282.0,5,4,0
CUST_01903,50,Female,Bihar,Tier 1,13,Postpaid,Monthly Bill,Yes,4G,No,Multiple,Spotify,Yes,Yes,Yes,UPI,1447.91,18564.22,3,22.0,26.1,296.0,1,3,0
CUST_01904,39,Male,Bihar,Tier 1,37,Prepaid,Monthly Recharge,Yes,4G,Yes,Multiple,None,Yes,No,Yes,Debit Card,1129.69,41887.5,2,119.0,28.7,5.0,4,5,1
CUST_01905,33,Female,Delhi,Tier 2,26,Postpaid,Monthly Bill,No,4G,Yes,None,None,No,No,No,UPI,692.09,18073.17,3,46.0,30.6,0.0,5,2,1
CUST_01906,40,Female,Maharashtra,Tier 2,12,Prepaid,Monthly Recharge,Yes,5G,Yes,Netflix,JioSaavn,No,No,No,UPI,1003.62,12427.91,1,34.0,18.4,476.0,4,5,1
CUST_01907,18,Male,Karnataka,Tier 1,16,Prepaid,Monthly Recharge,Yes,No Internet,No,Multiple,JioSaavn,No,No,Yes,UPI,794.07,12294.15,1,26.0,0.0,197.0,4,4,0
CUST_01908,20,Male,Telangana,Tier 1,72,Prepaid,Monthly Recharge,Yes,4G,Yes,None,JioSaavn,Yes,Yes,Yes,UPI,697.42,51022.45,1,168.0,3.0,978.0,4,3,0
CUST_01909,19,Male,Telangana,Tier 1,26,Postpaid,Annual Contract,Yes,4G,No,Prime Video,JioSaavn,No,No,Yes,Net Banking,1004.88,25247.37,3,28.0,22.9,456.0,5,3,0
CUST_01910,36,Female,Rajasthan,Tier 2,56,Postpaid,Annual Contract,Yes,5G,Yes,Netflix,JioSaavn,No,No,No,Debit Card,1318.68,73683.27,2,97.0,23.4,398.0,2,2,0
CUST_01911,57,Male,Tamil Nadu,Tier 1,4,Prepaid,Annual Recharge,Yes,4G,Yes,Multiple,JioSaavn,No,Yes,No,Credit Card,1117.59,4257.99,2,29.0,5.3,92.0,5,4,0
CUST_01912,64,Female,Karnataka,Tier 2,15,Prepaid,Quarterly Recharge,Yes,4G,No,Multiple,None,No,Yes,Yes,Debit Card,1066.05,15595.84,4,23.0,17.0,1588.0,4,4,0
CUST_01913,43,Female,Gujarat,Tier 1,57,Prepaid,Quarterly Recharge,Yes,4G,No,Disney+ Hotstar,Spotify,Yes,Yes,No,UPI,951.5,53133.36,0,43.0,10.7,250.0,4,4,0
CUST_01914,41,Female,West Bengal,Tier 1,9,Prepaid,Monthly Recharge,Yes,4G,No,None,Gaana,No,No,Yes,UPI,597.89,5987.71,2,228.0,26.6,14.0,4,2,0
CUST_01915,18,Female,Telangana,Tier 1,72,Prepaid,Monthly Recharge,Yes,No Internet,No,Disney+ Hotstar,Gaana,No,Yes,Yes,UPI,680.48,49409.25,1,141.0,0.0,31.0,4,4,0
CUST_01916,27,Female,Uttar Pradesh,Tier 1,2,Postpaid,Annual Contract,Yes,No Internet,Yes,Multiple,JioSaavn,No,No,Yes,UPI,1047.61,2344.61,2,26.0,0.0,164.0,3,5,0
CUST_01917,24,Male,Tamil Nadu,Tier 2,55,Prepaid,Monthly Recharge,Yes,4G,Yes,Prime Video,Spotify,No,Yes,Yes,Net Banking,920.77,50279.2,2,36.0,44.9,17.0,3,5,0
CUST_01918,26,Female,Delhi,Tier 2,14,Prepaid,Monthly Recharge,Yes,No Internet,No,Netflix,None,No,Yes,Yes,UPI,457.56,6153.02,0,75.0,0.0,74.0,3,4,0
CUST_01919,32,Male,Karnataka,Tier 3,1,Prepaid,Monthly Recharge,Yes,4G,No,Multiple,JioSaavn,No,Yes,Yes,Net Banking,1029.54,861.42,2,45.0,25.2,453.0,3,3,1
CUST_01920,28,Female,Delhi,Tier 1,50,Prepaid,Annual Recharge,No,No Internet,Yes,Multiple,None,Yes,Yes,No,UPI,695.2,34640.16,2,165.0,0.0,0.0,4,5,0
CUST_01921,18,Male,Maharashtra,Tier 1,6,Prepaid,Annual Recharge,Yes,4G,No,None,Gaana,No,Yes,Yes,Credit Card,603.6,4019.15,1,64.0,11.8,212.0,5,5,0
CUST_01922,44,Female,Tamil Nadu,Tier 1,1,Prepaid,Monthly Recharge,Yes,5G,Yes,Multiple,Spotify,No,No,Yes,Debit Card,1356.31,1109.04,2,158.0,9.7,1221.0,3,5,1
CUST_01923,21,Female,Maharashtra,Tier 3,3,Prepaid,Quarterly Recharge,Yes,4G,No,Disney+ Hotstar,Gaana,No,No,Yes,Cash/Cheque,918.1,2325.94,3,24.0,6.9,415.0,4,5,1
CUST_01924,38,Female,Karnataka,Tier 1,25,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,JioSaavn,Yes,No,No,Cash/Cheque,718.73,18041.56,2,92.0,15.3,138.0,5,4,0
CUST_01925,61,Male,Kerala,Tier 2,72,Prepaid,Monthly Recharge,Yes,No Internet,No,Disney+ Hotstar,Spotify,No,No,Yes,Debit Card,650.16,46832.79,3,43.0,0.0,167.0,4,4,0
CUST_01926,23,Male,Tamil Nadu,Tier 1,2,Prepaid,Annual Recharge,Yes,4G,Yes,Disney+ Hotstar,None,No,No,Yes,UPI,935.69,2123.14,1,9.0,20.0,1164.0,4,4,0
CUST_01927,18,Female,Rajasthan,Tier 1,14,Postpaid,Annual Contract,Yes,No Internet,Yes,None,None,No,No,No,UPI,472.43,7308.4,3,38.0,0.0,236.0,2,4,0
CUST_01928,31,Male,Telangana,Tier 3,4,Prepaid,Quarterly Recharge,Yes,4G,No,Multiple,None,Yes,No,Yes,UPI,890.52,3358.59,4,33.0,31.2,230.0,3,4,0
CUST_01929,49,Female,Gujarat,Tier 2,32,Postpaid,Monthly Bill,Yes,4G,Yes,Prime Video,None,Yes,No,Yes,UPI,961.17,31223.52,2,31.0,8.6,129.0,3,5,0
CUST_01930,60,Male,Bihar,Tier 3,3,Prepaid,Monthly Recharge,Yes,No Internet,No,None,JioSaavn,No,No,Yes,Net Banking,355.68,1138.11,0,79.0,0.0,155.0,4,3,1
CUST_01931,19,Female,Maharashtra,Tier 2,6,Prepaid,Monthly Recharge,Yes,5G,No,None,JioSaavn,No,Yes,Yes,Debit Card,908.09,5960.73,0,42.0,70.7,568.0,3,4,0
CUST_01932,41,Male,Telangana,Tier 2,5,Prepaid,Annual Recharge,Yes,4G,No,None,JioSaavn,Yes,Yes,Yes,UPI,693.99,4086.02,0,10.0,1.3,670.0,4,3,0
CUST_01933,28,Female,Bihar,Tier 1,19,Prepaid,Monthly Recharge,Yes,4G,No,None,Gaana,Yes,Yes,No,Net Banking,728.79,13468.36,4,19.0,18.0,112.0,3,4,0
CUST_01934,33,Female,Punjab,Tier 2,49,Postpaid,Monthly Bill,Yes,5G,Yes,Multiple,JioSaavn,No,No,Yes,UPI,1556.88,77276.86,1,57.0,28.7,1117.0,2,2,1
CUST_01935,69,Male,Karnataka,Tier 1,17,Prepaid,Monthly Recharge,Yes,4G,Yes,None,JioSaavn,No,Yes,No,Credit Card,709.9,12158.85,7,58.0,20.1,153.0,5,4,1
CUST_01936,18,Male,Tamil Nadu,Tier 2,1,Prepaid,Monthly Recharge,Yes,4G,No,None,None,Yes,No,Yes,UPI,567.9,-5.75,1,3.0,35.8,495.0,4,4,0
CUST_01937,38,Male,Karnataka,Tier 2,19,Prepaid,Quarterly Recharge,Yes,5G,Yes,None,Gaana,No,Yes,Yes,UPI,951.47,17508.46,0,15.0,22.5,386.0,4,3,0
CUST_01938,41,Female,Gujarat,Tier 3,38,Prepaid,Quarterly Recharge,Yes,5G,No,None,Spotify,No,Yes,Yes,UPI,931.3,36125.97,2,86.0,69.6,12.0,3,3,0
CUST_01939,49,Female,Telangana,Tier 2,3,Prepaid,Annual Recharge,Yes,No Internet,Yes,Prime Video,JioSaavn,No,No,Yes,Net Banking,529.77,2246.49,4,35.0,0.0,790.0,5,3,0
CUST_01940,36,Female,Tamil Nadu,Tier 2,1,Prepaid,Quarterly Recharge,Yes,5G,Yes,Netflix,None,Yes,No,Yes,UPI,1040.24,1588.5,2,33.0,15.6,399.0,5,3,1
CUST_01941,39,Male,West Bengal,Tier 1,4,Prepaid,Annual Recharge,Yes,4G,No,None,None,Yes,Yes,No,Cash/Cheque,520.4,1810.99,7,4.0,83.1,346.0,1,4,1
CUST_01942,29,Male,Telangana,Tier 1,32,Prepaid,Quarterly Recharge,Yes,4G,No,None,Spotify,No,Yes,Yes,UPI,732.57,23255.42,4,39.0,9.8,321.0,4,2,0
CUST_01943,38,Male,Uttar Pradesh,Tier 1,21,Prepaid,Annual Recharge,No,4G,No,None,None,Yes,No,Yes,UPI,488.55,9471.69,3,5.0,5.3,0.0,4,3,0
CUST_01944,30,Male,Punjab,Tier 2,18,Prepaid,Monthly Recharge,Yes,4G,Yes,Disney+ Hotstar,JioSaavn,No,No,Yes,UPI,997.0,17800.06,3,27.0,20.1,34.0,5,4,0
CUST_01945,43,Male,Kerala,Tier 3,6,Prepaid,Monthly Recharge,Yes,4G,No,Prime Video,Spotify,No,No,Yes,Debit Card,771.07,4711.74,1,10.0,76.0,567.0,4,4,0
CUST_01946,30,Female,Maharashtra,Tier 1,9,Prepaid,Annual Recharge,Yes,5G,Yes,Disney+ Hotstar,None,No,No,Yes,UPI,1087.73,10539.66,4,146.0,56.7,146.0,5,4,0
CUST_01947,39,Female,Rajasthan,Tier 1,72,Prepaid,Quarterly Recharge,Yes,No Internet,No,None,Spotify,No,No,Yes,UPI,345.22,24718.1,2,18.0,0.0,219.0,4,5,0
CUST_01948,34,Male,Delhi,Tier 2,6,Prepaid,Annual Recharge,Yes,5G,Yes,Disney+ Hotstar,None,Yes,No,Yes,Net Banking,1075.3,6284.94,3,11.0,26.4,17.0,2,2,1
CUST_01949,49,Female,Gujarat,Tier 3,55,Prepaid,Monthly Recharge,Yes,5G,No,None,None,No,Yes,No,Cash/Cheque,757.55,41809.94,3,151.0,230.8,59.0,3,3,1
CUST_01950,34,Female,Bihar,Tier 2,20,Postpaid,Monthly Bill,Yes,4G,Yes,None,None,No,Yes,Yes,UPI,757.07,15566.68,0,78.0,31.7,658.0,5,5,0
CUST_01951,18,Male,Punjab,Tier 1,3,Prepaid,Quarterly Recharge,Yes,5G,Yes,None,Spotify,No,No,Yes,UPI,920.73,3538.59,2,241.0,4.0,183.0,1,4,0
CUST_01952,51,Male,Uttar Pradesh,Tier 3,15,Prepaid,Monthly Recharge,No,5G,No,None,None,No,No,No,Debit Card,600.7,8660.79,3,79.0,35.3,0.0,3,3,1
CUST_01953,23,Male,Delhi,Tier 3,71,Postpaid,Annual Contract,Yes,5G,Yes,None,None,No,No,Yes,Debit Card,1007.85,71471.87,2,90.0,106.8,187.0,4,3,0
CUST_01954,26,Male,Delhi,Tier 1,13,Prepaid,Monthly Recharge,Yes,4G,No,None,None,Yes,No,Yes,Credit Card,570.32,7482.64,4,36.0,5.4,811.0,3,4,0
CUST_01955,27,Female,West Bengal,Tier 3,47,Prepaid,Annual Recharge,Yes,5G,No,Prime Video,JioSaavn,Yes,Yes,Yes,Net Banking,1073.07,50301.16,4,110.0,55.7,270.0,4,5,0
CUST_01956,52,Female,Maharashtra,Tier 2,7,Prepaid,Quarterly Recharge,Yes,5G,Yes,None,JioSaavn,No,No,No,UPI,907.28,6040.71,0,70.0,20.1,155.0,5,4,0
CUST_01957,18,Male,West Bengal,Tier 2,20,Postpaid,Monthly Bill,Yes,4G,Yes,Disney+ Hotstar,Spotify,No,Yes,Yes,Net Banking,1202.74,23926.31,1,14.0,3.9,623.0,5,2,0
CUST_01958,75,Male,Maharashtra,Tier 2,44,Postpaid,Annual Contract,Yes,4G,No,Disney+ Hotstar,Spotify,Yes,Yes,No,UPI,1141.02,49595.78,3,14.0,45.6,337.0,5,5,0
CUST_01959,48,Female,Tamil Nadu,Tier 3,60,Prepaid,Annual Recharge,Yes,5G,No,None,Spotify,Yes,Yes,No,Cash/Cheque,906.7,54098.88,1,82.0,38.3,332.0,3,3,0
CUST_01960,37,Female,Karnataka,Tier 2,15,Prepaid,Monthly Recharge,Yes,5G,Yes,Prime Video,JioSaavn,No,No,No,UPI,1092.37,15769.02,2,25.0,0.5,513.0,5,5,0
CUST_01961,34,Female,Bihar,Tier 1,24,Prepaid,Monthly Recharge,Yes,5G,Yes,None,Gaana,No,No,No,UPI,930.86,22346.71,3,63.0,66.6,1767.0,4,4,1
CUST_01962,38,Female,Telangana,Tier 3,1,Prepaid,Monthly Recharge,Yes,4G,Yes,Multiple,JioSaavn,Yes,Yes,No,UPI,1177.73,981.95,1,17.0,19.2,186.0,5,3,0
CUST_01963,41,Male,Tamil Nadu,Tier 1,7,Prepaid,Annual Recharge,Yes,4G,No,None,JioSaavn,Yes,No,Yes,Cash/Cheque,670.02,4417.39,4,43.0,24.5,305.0,4,2,0
CUST_01964,43,Female,Maharashtra,Tier 2,7,Prepaid,Monthly Recharge,Yes,4G,No,None,None,No,No,Yes,UPI,499.25,3502.73,4,159.0,20.7,140.0,3,4,0
CUST_01965,42,Female,West Bengal,Tier 2,2,Prepaid,Monthly Recharge,Yes,4G,Yes,None,None,No,No,No,UPI,566.96,-102.77,1,94.0,12.4,196.0,4,2,1
CUST_01966,36,Male,Karnataka,Tier 1,7,Postpaid,Monthly Bill,Yes,4G,Yes,Disney+ Hotstar,None,No,No,Yes,UPI,1075.34,7368.88,2,53.0,3.7,26.0,5,5,0
CUST_01967,32,Female,West Bengal,Tier 1,9,Prepaid,Monthly Recharge,Yes,No Internet,No,Netflix,None,No,No,No,UPI,497.07,4570.94,0,54.0,0.0,203.0,4,1,0
CUST_01968,33,Male,Madhya Pradesh,Tier 3,72,Prepaid,Annual Recharge,Yes,5G,Yes,None,Spotify,No,No,Yes,Net Banking,836.77,60734.84,2,39.0,43.2,87.0,4,5,0
CUST_01969,32,Male,Gujarat,Tier 2,26,Postpaid,Monthly Bill,Yes,No Internet,No,None,Spotify,No,No,No,Debit Card,482.03,12837.34,1,84.0,0.0,375.0,4,4,1
CUST_01970,49,Male,Rajasthan,Tier 2,13,Postpaid,Monthly Bill,Yes,4G,Yes,Prime Video,JioSaavn,No,No,No,UPI,1074.47,14603.35,3,17.0,23.8,18.0,5,4,0
CUST_01971,42,Male,West Bengal,Tier 2,72,Prepaid,Annual Recharge,Yes,4G,No,None,None,No,Yes,No,Credit Card,511.68,36124.25,2,33.0,1.1,55.0,3,5,0
CUST_01972,18,Male,Haryana,Tier 2,3,Prepaid,Monthly Recharge,Yes,4G,No,Netflix,None,No,No,No,Debit Card,729.88,2712.89,2,91.0,13.3,308.0,1,4,1
CUST_01973,43,Male,Haryana,Tier 2,15,Prepaid,Quarterly Recharge,Yes,4G,No,Prime Video,JioSaavn,No,Yes,No,Net Banking,806.02,12239.7,3,102.0,2.8,211.0,3,3,0
CUST_01974,37,Male,West Bengal,Tier 1,24,Postpaid,Monthly Bill,Yes,4G,No,None,None,No,No,Yes,Debit Card,718.45,16974.3,1,174.0,22.7,210.0,5,3,0
CUST_01975,34,Male,Delhi,Tier 2,1,Prepaid,Annual Recharge,No,5G,No,Disney+ Hotstar,None,No,No,No,Debit Card,910.85,964.9,2,29.0,8.5,0.0,3,4,0
CUST_01976,29,Male,Uttar Pradesh,Tier 3,30,Prepaid,Monthly Recharge,Yes,4G,No,Disney+ Hotstar,Spotify,No,No,No,Net Banking,901.41,28605.03,1,153.0,71.8,105.0,4,4,0
CUST_01977,49,Male,Karnataka,Tier 2,2,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,JioSaavn,Yes,No,No,UPI,710.53,1493.72,2,139.0,4.2,62.0,3,4,0
CUST_01978,47,Female,Rajasthan,Tier 1,3,Prepaid,Quarterly Recharge,Yes,4G,No,None,None,No,Yes,Yes,UPI,476.88,1470.81,1,1.0,44.7,36.0,1,3,1
CUST_01979,24,Male,West Bengal,Tier 3,4,Postpaid,Monthly Bill,Yes,4G,No,None,JioSaavn,Yes,Yes,No,UPI,909.28,4066.65,2,89.0,23.5,847.0,3,2,1
CUST_01980,40,Male,Maharashtra,Tier 3,63,Prepaid,Monthly Recharge,Yes,5G,No,Multiple,JioSaavn,No,No,Yes,Net Banking,1254.78,78941.66,2,117.0,13.8,596.0,4,3,0
CUST_01981,22,Female,Karnataka,Tier 1,27,Prepaid,Monthly Recharge,Yes,5G,Yes,None,Gaana,No,No,Yes,Cash/Cheque,921.66,24488.57,3,0.0,58.8,186.0,3,4,0
CUST_01982,18,Female,Uttar Pradesh,Tier 3,25,Prepaid,Monthly Recharge,Yes,4G,Yes,None,JioSaavn,No,Yes,No,UPI,666.03,17352.77,1,54.0,84.5,129.0,5,4,0
CUST_01983,26,Female,Punjab,Tier 2,19,Prepaid,Monthly Recharge,Yes,5G,No,None,None,No,Yes,No,Debit Card,801.87,14515.86,1,244.0,5.8,293.0,5,3,0
CUST_01984,46,Male,Gujarat,Tier 1,8,Prepaid,Annual Recharge,No,5G,No,Disney+ Hotstar,Spotify,No,Yes,Yes,UPI,1050.01,8421.67,1,246.0,68.6,0.0,3,3,0
CUST_01985,47,Male,Telangana,Tier 1,23,Postpaid,Monthly Bill,Yes,4G,Yes,Prime Video,None,Yes,No,Yes,Cash/Cheque,955.17,21936.51,2,108.0,41.7,998.0,5,1,0
CUST_01986,41,Female,Tamil Nadu,Tier 2,12,Postpaid,Annual Contract,Yes,4G,No,None,None,No,No,No,Net Banking,874.9,10082.29,1,143.0,35.7,344.0,5,1,0
CUST_01987,44,Male,Gujarat,Tier 3,3,Prepaid,Monthly Recharge,Yes,5G,No,Prime Video,None,Yes,Yes,No,UPI,938.11,2155.4,1,29.0,11.8,1070.0,5,4,0
CUST_01988,41,Male,Uttar Pradesh,Tier 1,28,Prepaid,Monthly Recharge,Yes,4G,Yes,Multiple,None,No,Yes,Yes,UPI,1022.17,28557.02,1,49.0,36.8,1165.0,4,3,0
CUST_01989,26,Male,Rajasthan,Tier 1,3,Postpaid,Monthly Bill,Yes,4G,Yes,Disney+ Hotstar,Spotify,No,No,Yes,UPI,1173.58,3703.85,4,428.0,2.1,315.0,4,5,0
CUST_01990,40,Female,Maharashtra,Tier 1,5,Prepaid,Annual Recharge,Yes,4G,No,Disney+ Hotstar,JioSaavn,No,Yes,No,Debit Card,967.9,5363.27,3,132.0,2.8,275.0,4,4,0
CUST_01991,45,Male,West Bengal,Tier 2,40,Postpaid,Annual Contract,Yes,4G,Yes,Multiple,Spotify,No,Yes,No,Net Banking,1276.36,50668.69,1,4.0,9.2,144.0,1,5,0
CUST_01992,44,Female,Delhi,Tier 1,25,Prepaid,Monthly Recharge,Yes,5G,Yes,None,None,No,Yes,Yes,Credit Card,806.79,19777.52,1,4.0,11.1,683.0,3,3,0
CUST_01993,50,Female,Tamil Nadu,Tier 1,23,Prepaid,Monthly Recharge,Yes,No Internet,Yes,None,None,Yes,No,Yes,Net Banking,245.74,6415.08,3,69.0,0.0,1173.0,4,2,0
CUST_01994,44,Male,Bihar,Tier 2,12,Prepaid,Monthly Recharge,Yes,5G,No,Prime Video,Gaana,Yes,No,Yes,UPI,1054.31,12417.79,3,37.0,31.3,78.0,2,5,1
CUST_01995,39,Female,Karnataka,Tier 3,12,Postpaid,Annual Contract,Yes,No Internet,No,None,JioSaavn,Yes,No,Yes,Debit Card,635.33,7457.03,2,22.0,0.0,613.0,1,4,0
CUST_01996,48,Female,Tamil Nadu,Tier 2,28,Postpaid,Annual Contract,Yes,5G,No,Multiple,Gaana,Yes,Yes,Yes,Credit Card,1501.27,42644.97,3,31.0,44.6,81.0,4,4,0
CUST_01997,34,Female,West Bengal,Tier 2,32,Prepaid,Quarterly Recharge,Yes,4G,No,Prime Video,JioSaavn,No,No,Yes,Cash/Cheque,872.38,27093.11,0,255.0,0.2,79.0,3,4,0
CUST_01998,23,Male,Punjab,Tier 2,17,Prepaid,Monthly Recharge,Yes,4G,No,Multiple,JioSaavn,No,No,Yes,Debit Card,1015.53,16663.35,3,31.0,6.5,122.0,3,3,1
CUST_01999,32,Female,Uttar Pradesh,Tier 2,72,Prepaid,Annual Recharge,Yes,4G,Yes,Prime Video,None,Yes,Yes,Yes,UPI,777.92,56706.22,3,36.0,10.9,471.0,3,3,0
CUST_02000,25,Male,Kerala,Tier 3,72,Prepaid,Monthly Recharge,Yes,5G,Yes,Disney+ Hotstar,Spotify,Yes,No,Yes,Net Banking,1166.78,83707.39,5,48.0,18.8,29.0,5,2,0
CUST_02001,26,Female,Punjab,Tier 3,12,Prepaid,Monthly Recharge,Yes,5G,Yes,None,Gaana,No,No,No,Net Banking,994.41,11665.95,2,14.0,17.0,154.0,5,2,1
CUST_02002,33,Male,Tamil Nadu,Tier 1,41,Prepaid,Annual Recharge,Yes,5G,No,None,Gaana,No,No,Yes,Net Banking,828.61,33748.11,0,39.0,0.5,298.0,4,4,0
CUST_02003,24,Male,Tamil Nadu,Tier 2,18,Prepaid,Monthly Recharge,Yes,4G,Yes,Multiple,Spotify,Yes,No,Yes,UPI,1146.48,20476.53,2,83.0,69.5,637.0,4,3,0
CUST_02004,30,Female,Tamil Nadu,Tier 2,17,Prepaid,Monthly Recharge,Yes,5G,No,Disney+ Hotstar,None,No,Yes,Yes,UPI,1036.11,17384.25,2,24.0,54.1,162.0,3,4,0
CUST_02005,18,Female,Madhya Pradesh,Tier 2,1,Prepaid,Monthly Recharge,Yes,4G,Yes,Disney+ Hotstar,Gaana,No,No,Yes,Net Banking,998.33,1069.57,5,78.0,0.1,276.0,2,4,0
CUST_02006,37,Female,Maharashtra,Tier 2,20,Prepaid,Monthly Recharge,Yes,4G,No,None,JioSaavn,Yes,Yes,No,Debit Card,660.45,13835.38,6,22.0,10.8,397.0,3,4,0
CUST_02007,35,Male,Delhi,Tier 3,55,Prepaid,Monthly Recharge,Yes,4G,Yes,Disney+ Hotstar,None,No,Yes,Yes,UPI,839.44,45767.44,0,124.0,14.6,118.0,4,5,0
CUST_02008,24,Male,Rajasthan,Tier 3,36,Postpaid,Monthly Bill,Yes,5G,Yes,None,JioSaavn,No,No,Yes,UPI,1166.47,41697.36,2,222.0,9.2,1063.0,5,4,0
CUST_02009,43,Female,Gujarat,Tier 2,37,Prepaid,Monthly Recharge,Yes,4G,Yes,Multiple,None,No,No,No,Debit Card,1104.41,40879.2,3,47.0,61.9,180.0,4,3,0
CUST_02010,47,Female,Uttar Pradesh,Tier 3,4,Prepaid,Quarterly Recharge,Yes,4G,No,Netflix,None,No,Yes,No,Debit Card,765.66,3848.41,3,265.0,32.7,550.0,5,3,1
CUST_02011,18,Female,West Bengal,Tier 3,10,Prepaid,Monthly Recharge,Yes,4G,No,None,Gaana,No,No,Yes,Net Banking,662.99,6482.17,3,87.0,49.8,440.0,3,2,1
CUST_02012,25,Male,Karnataka,Tier 3,6,Postpaid,Monthly Bill,Yes,4G,No,Netflix,Spotify,No,No,No,UPI,1058.77,5903.1,1,99.0,33.5,411.0,3,4,0
CUST_02013,25,Male,Uttar Pradesh,Tier 3,9,Prepaid,Monthly Recharge,Yes,5G,Yes,None,None,Yes,No,Yes,Net Banking,807.17,6254.82,1,57.0,16.4,210.0,3,4,1
CUST_02014,22,Female,West Bengal,Tier 1,20,Prepaid,Monthly Recharge,Yes,4G,No,None,JioSaavn,Yes,No,Yes,Credit Card,650.74,12634.32,3,21.0,16.2,803.0,3,3,0
CUST_02015,45,Female,Haryana,Tier 1,10,Postpaid,Monthly Bill,Yes,5G,No,None,JioSaavn,No,Yes,Yes,UPI,1128.7,10853.21,2,225.0,2.3,613.0,4,5,0
CUST_02016,32,Male,Delhi,Tier 3,19,Prepaid,Quarterly Recharge,Yes,4G,Yes,None,None,No,No,No,UPI,631.26,11398.13,2,280.0,13.7,332.0,3,3,0
CUST_02017,31,Female,Punjab,Tier 3,13,Prepaid,Quarterly Recharge,Yes,4G,No,None,Spotify,No,No,Yes,Credit Card,582.51,7607.8,1,148.0,40.4,150.0,3,3,0
CUST_02018,18,Female,Rajasthan,Tier 3,8,Prepaid,Monthly Recharge,Yes,No Internet,No,Multiple,JioSaavn,No,No,Yes,Net Banking,776.42,6079.87,1,50.0,0.0,328.0,4,3,0
CUST_02019,43,Male,Maharashtra,Tier 1,2,Postpaid,Monthly Bill,Yes,5G,Yes,None,None,Yes,No,Yes,Debit Card,1054.38,2821.78,0,15.0,57.6,36.0,4,2,0
CUST_02020,18,Male,Telangana,Tier 2,53,Prepaid,Annual Recharge,Yes,5G,Yes,None,None,Yes,Yes,Yes,Debit Card,848.4,45072.91,3,8.0,11.8,312.0,4,5,0
CUST_02021,35,Male,Maharashtra,Tier 1,1,Prepaid,Monthly Recharge,Yes,4G,Yes,Multiple,None,No,No,No,UPI,1076.4,1580.68,1,56.0,2.6,481.0,4,4,1
CUST_02022,38,Female,Bihar,Tier 2,1,Prepaid,Quarterly Recharge,Yes,4G,No,Multiple,JioSaavn,No,Yes,Yes,UPI,1024.7,939.09,1,29.0,15.4,1016.0,4,5,0
CUST_02023,52,Male,Punjab,Tier 1,42,Prepaid,Monthly Recharge,Yes,5G,Yes,Multiple,None,No,No,No,UPI,1266.01,52733.2,0,155.0,24.6,506.0,3,4,0
